"InvoiceNo","StockCode","CustomerID","Quantity","InvoiceDate"
"536384","22457",18074,12,2010-12-01 09:53:00
"536384","22469",18074,40,2010-12-01 09:53:00
"536384","22470",18074,40,2010-12-01 09:53:00
"536384","22224",18074,6,2010-12-01 09:53:00
"536384","21340",18074,2,2010-12-01 09:53:00
"536384","22189",18074,4,2010-12-01 09:53:00
"536384","22427",18074,3,2010-12-01 09:53:00
"536384","22428",18074,6,2010-12-01 09:53:00
"536384","22424",18074,8,2010-12-01 09:53:00
"536385","22783",17420,1,2010-12-01 09:56:00
"536385","22961",17420,12,2010-12-01 09:56:00
"536385","22960",17420,6,2010-12-01 09:56:00
"536385","22663",17420,10,2010-12-01 09:56:00
"536385","85049A",17420,12,2010-12-01 09:56:00
"536385","22168",17420,2,2010-12-01 09:56:00
"536385","22662",17420,10,2010-12-01 09:56:00
"536386","84880",16029,36,2010-12-01 09:57:00
"536386","85099C",16029,100,2010-12-01 09:57:00
"536386","85099B",16029,100,2010-12-01 09:57:00
"536387","79321",16029,192,2010-12-01 09:58:00
"536387","22780",16029,192,2010-12-01 09:58:00
"536387","22779",16029,192,2010-12-01 09:58:00
"536387","22466",16029,432,2010-12-01 09:58:00
"536387","21731",16029,432,2010-12-01 09:58:00
"536388","21754",16250,3,2010-12-01 09:59:00
"536388","21755",16250,3,2010-12-01 09:59:00
"536388","21523",16250,2,2010-12-01 09:59:00
"536388","21363",16250,3,2010-12-01 09:59:00
"536388","21411",16250,3,2010-12-01 09:59:00
"536388","22318",16250,6,2010-12-01 09:59:00
"536388","22464",16250,12,2010-12-01 09:59:00
"536388","22915",16250,12,2010-12-01 09:59:00
"536388","22922",16250,12,2010-12-01 09:59:00
"536388","22969",16250,12,2010-12-01 09:59:00
"536388","22923",16250,12,2010-12-01 09:59:00
"536388","21115",16250,4,2010-12-01 09:59:00
"536388","22469",16250,12,2010-12-01 09:59:00
"536388","22242",16250,12,2010-12-01 09:59:00
"536389","22941",12431,6,2010-12-01 10:03:00
"536389","21622",12431,8,2010-12-01 10:03:00
"536389","21791",12431,12,2010-12-01 10:03:00
"536389","35004C",12431,6,2010-12-01 10:03:00
"536389","35004G",12431,4,2010-12-01 10:03:00
"536389","85014B",12431,6,2010-12-01 10:03:00
"536389","85014A",12431,3,2010-12-01 10:03:00
"536389","22193",12431,2,2010-12-01 10:03:00
"536389","22726",12431,4,2010-12-01 10:03:00
"536389","22727",12431,4,2010-12-01 10:03:00
"536389","22192",12431,2,2010-12-01 10:03:00
"536389","22191",12431,2,2010-12-01 10:03:00
"536389","22195",12431,24,2010-12-01 10:03:00
"536389","22196",12431,24,2010-12-01 10:03:00
"536390","22941",17511,2,2010-12-01 10:19:00
"536390","22960",17511,12,2010-12-01 10:19:00
"536390","22961",17511,12,2010-12-01 10:19:00
"536390","22962",17511,48,2010-12-01 10:19:00
"536390","22963",17511,48,2010-12-01 10:19:00
"536390","22968",17511,8,2010-12-01 10:19:00
"536390","84970S",17511,144,2010-12-01 10:19:00
"536390","22910",17511,40,2010-12-01 10:19:00
"536390","20668",17511,288,2010-12-01 10:19:00
"536390","85123A",17511,64,2010-12-01 10:19:00
"536390","22197",17511,100,2010-12-01 10:19:00
"536390","22198",17511,50,2010-12-01 10:19:00
"536390","21533",17511,12,2010-12-01 10:19:00
"536390","21080",17511,96,2010-12-01 10:19:00
"536390","21094",17511,96,2010-12-01 10:19:00
"536390","21086",17511,48,2010-12-01 10:19:00
"536390","21786",17511,144,2010-12-01 10:19:00
"536390","22654",17511,40,2010-12-01 10:19:00
"536390","21485",17511,24,2010-12-01 10:19:00
"536390","84029G",17511,24,2010-12-01 10:19:00
"536390","84030E",17511,24,2010-12-01 10:19:00
"536390","22174",17511,48,2010-12-01 10:19:00
"536390","22969",17511,96,2010-12-01 10:19:00
"536390","85099B",17511,100,2010-12-01 10:19:00
"536392","22150",13705,6,2010-12-01 10:29:00
"536392","22619",13705,4,2010-12-01 10:29:00
"536392","21891",13705,12,2010-12-01 10:29:00
"536392","21889",13705,12,2010-12-01 10:29:00
"536392","22827",13705,1,2010-12-01 10:29:00
"536392","22127",13705,12,2010-12-01 10:29:00
"536392","22128",13705,12,2010-12-01 10:29:00
"536392","22502",13705,4,2010-12-01 10:29:00
"536392","84879",13705,16,2010-12-01 10:29:00
"536392","22338",13705,24,2010-12-01 10:29:00
"536393","22180",13747,8,2010-12-01 10:37:00
"536394","21506",13408,24,2010-12-01 10:39:00
"536394","22633",13408,96,2010-12-01 10:39:00
"536394","22866",13408,96,2010-12-01 10:39:00
"536394","22865",13408,96,2010-12-01 10:39:00
"536394","22632",13408,96,2010-12-01 10:39:00
"536394","21485",13408,12,2010-12-01 10:39:00
"536394","22349",13408,12,2010-12-01 10:39:00
"536394","22558",13408,48,2010-12-01 10:39:00
"536394","85152",13408,12,2010-12-01 10:39:00
"536394","85123A",13408,32,2010-12-01 10:39:00
"536394","22652",13408,20,2010-12-01 10:39:00
"536395","22188",13767,8,2010-12-01 10:47:00
"536395","84879",13767,32,2010-12-01 10:47:00
"536395","21977",13767,24,2010-12-01 10:47:00
"536395","84991",13767,24,2010-12-01 10:47:00
"536395","21212",13767,24,2010-12-01 10:47:00
"536395","21484",13767,8,2010-12-01 10:47:00
"536395","21314",13767,8,2010-12-01 10:47:00
"536395","22730",13767,4,2010-12-01 10:47:00
"536395","22727",13767,8,2010-12-01 10:47:00
"536395","22729",13767,8,2010-12-01 10:47:00
"536395","22726",13767,8,2010-12-01 10:47:00
"536395","22114",13767,8,2010-12-01 10:47:00
"536395","22867",13767,48,2010-12-01 10:47:00
"536395","22866",13767,48,2010-12-01 10:47:00
"536396","85123A",17850,6,2010-12-01 10:51:00
"536396","71053",17850,6,2010-12-01 10:51:00
"536396","84406B",17850,8,2010-12-01 10:51:00
"536396","15056BL",17850,6,2010-12-01 10:51:00
"536396","20679",17850,6,2010-12-01 10:51:00
"536396","37370",17850,6,2010-12-01 10:51:00
"536396","21871",17850,6,2010-12-01 10:51:00
"536396","21071",17850,6,2010-12-01 10:51:00
"536396","21068",17850,6,2010-12-01 10:51:00
"536396","82483",17850,2,2010-12-01 10:51:00
"536396","82486",17850,4,2010-12-01 10:51:00
"536396","82482",17850,6,2010-12-01 10:51:00
"536396","82494L",17850,12,2010-12-01 10:51:00
"536396","84029G",17850,6,2010-12-01 10:51:00
"536396","84029E",17850,6,2010-12-01 10:51:00
"536396","22752",17850,2,2010-12-01 10:51:00
"536396","22803",17850,2,2010-12-01 10:51:00
"536396","21730",17850,6,2010-12-01 10:51:00
"536397","35004B",17924,12,2010-12-01 10:51:00
"536397","35004C",17924,48,2010-12-01 10:51:00
"536398","21980",13448,24,2010-12-01 10:52:00
"536398","21844",13448,6,2010-12-01 10:52:00
"536398","22468",13448,4,2010-12-01 10:52:00
"536398","22637",13448,8,2010-12-01 10:52:00
"536398","22752",13448,6,2010-12-01 10:52:00
"536398","48185",13448,2,2010-12-01 10:52:00
"536398","22632",13448,12,2010-12-01 10:52:00
"536398","22866",13448,12,2010-12-01 10:52:00
"536398","22865",13448,12,2010-12-01 10:52:00
"536398","21232",13448,12,2010-12-01 10:52:00
"536398","22064",13448,12,2010-12-01 10:52:00
"536398","22449",13448,6,2010-12-01 10:52:00
"536398","22114",13448,4,2010-12-01 10:52:00
"536398","22835",13448,8,2010-12-01 10:52:00
"536398","22112",13448,9,2010-12-01 10:52:00
"536398","21479",13448,4,2010-12-01 10:52:00
"536398","22111",13448,9,2010-12-01 10:52:00
"536399","22632",17850,6,2010-12-01 10:52:00
"536399","22633",17850,6,2010-12-01 10:52:00
"536400","22969",13448,12,2010-12-01 10:53:00
"536401","22110",15862,1,2010-12-01 11:21:00
"536401","22098",15862,1,2010-12-01 11:21:00
"536401","22100",15862,2,2010-12-01 11:21:00
"536401","22766",15862,1,2010-12-01 11:21:00
"536401","22451",15862,1,2010-12-01 11:21:00
"536401","22549",15862,1,2010-12-01 11:21:00
"536401","84744",15862,1,2010-12-01 11:21:00
"536401","85049E",15862,2,2010-12-01 11:21:00
"536401","21328",15862,1,2010-12-01 11:21:00
"536401","22961",15862,4,2010-12-01 11:21:00
"536401","17091A",15862,1,2010-12-01 11:21:00
"536401","22473",15862,1,2010-12-01 11:21:00
"536401","84509A",15862,2,2010-12-01 11:21:00
"536401","84510A",15862,2,2010-12-01 11:21:00
"536401","22767",15862,2,2010-12-01 11:21:00
"536401","22768",15862,1,2010-12-01 11:21:00
"536401","21463",15862,1,2010-12-01 11:21:00
"536401","21464",15862,1,2010-12-01 11:21:00
"536401","20820",15862,3,2010-12-01 11:21:00
"536401","85150",15862,1,2010-12-01 11:21:00
"536401","22117",15862,1,2010-12-01 11:21:00
"536401","21169",15862,2,2010-12-01 11:21:00
"536401","48129",15862,1,2010-12-01 11:21:00
"536401","82580",15862,1,2010-12-01 11:21:00
"536401","82578",15862,1,2010-12-01 11:21:00
"536401","82581",15862,2,2010-12-01 11:21:00
"536401","22413",15862,4,2010-12-01 11:21:00
"536401","21907",15862,2,2010-12-01 11:21:00
"536401","22441",15862,1,2010-12-01 11:21:00
"536401","21122",15862,1,2010-12-01 11:21:00
"536401","22851",15862,1,2010-12-01 11:21:00
"536401","84991",15862,3,2010-12-01 11:21:00
"536401","22810",15862,1,2010-12-01 11:21:00
"536401","22809",15862,1,2010-12-01 11:21:00
"536401","22435",15862,2,2010-12-01 11:21:00
"536401","20966",15862,3,2010-12-01 11:21:00
"536401","20963",15862,1,2010-12-01 11:21:00
"536401","20961",15862,1,2010-12-01 11:21:00
"536401","22068",15862,2,2010-12-01 11:21:00
"536401","21743",15862,2,2010-12-01 11:21:00
"536401","21744",15862,2,2010-12-01 11:21:00
"536401","84709B",15862,1,2010-12-01 11:21:00
"536401","21592",15862,1,2010-12-01 11:21:00
"536401","21587",15862,2,2010-12-01 11:21:00
"536401","20992",15862,9,2010-12-01 11:21:00
"536401","22662",15862,1,2010-12-01 11:21:00
"536401","85123A",15862,4,2010-12-01 11:21:00
"536401","22804",15862,3,2010-12-01 11:21:00
"536401","82483",15862,1,2010-12-01 11:21:00
"536401","20749",15862,1,2010-12-01 11:21:00
"536401","20725",15862,1,2010-12-01 11:21:00
"536401","22382",15862,2,2010-12-01 11:21:00
"536401","20726",15862,1,2010-12-01 11:21:00
"536401","22384",15862,1,2010-12-01 11:21:00
"536401","22467",15862,5,2010-12-01 11:21:00
"536401","84625C",15862,3,2010-12-01 11:21:00
"536401","84625A",15862,3,2010-12-01 11:21:00
"536401","21108",15862,9,2010-12-01 11:21:00
"536401","22848",15862,1,2010-12-01 11:21:00
"536401","21033",15862,4,2010-12-01 11:21:00
"536401","47570B",15862,1,2010-12-01 11:21:00
"536401","84030E",15862,1,2010-12-01 11:21:00
"536401","22428",15862,2,2010-12-01 11:21:00
"536401","22502",15862,2,2010-12-01 11:21:00
"536402","22086",15513,40,2010-12-01 11:22:00
"536402","22910",15513,40,2010-12-01 11:22:00
"536402","22837",15513,36,2010-12-01 11:22:00
"536403","22867",12791,96,2010-12-01 11:27:00
"536403","POST",12791,1,2010-12-01 11:27:00
"536404","22297",16218,24,2010-12-01 11:29:00
"536404","22771",16218,12,2010-12-01 11:29:00
"536404","22772",16218,12,2010-12-01 11:29:00
"536404","22773",16218,12,2010-12-01 11:29:00
"536404","22805",16218,12,2010-12-01 11:29:00
"536404","22469",16218,12,2010-12-01 11:29:00
"536404","22197",16218,36,2010-12-01 11:29:00
"536404","21125",16218,12,2010-12-01 11:29:00
"536404","21126",16218,12,2010-12-01 11:29:00
"536404","85049C",16218,12,2010-12-01 11:29:00
"536404","85049D",16218,12,2010-12-01 11:29:00
"536404","85049E",16218,12,2010-12-01 11:29:00
"536404","85049G",16218,12,2010-12-01 11:29:00
"536404","21061",16218,12,2010-12-01 11:29:00
"536404","21063",16218,12,2010-12-01 11:29:00
"536404","21062",16218,12,2010-12-01 11:29:00
"536404","84380",16218,12,2010-12-01 11:29:00
"536404","84378",16218,12,2010-12-01 11:29:00
"536404","22964",16218,12,2010-12-01 11:29:00
"536404","21213",16218,24,2010-12-01 11:29:00
"536404","22417",16218,24,2010-12-01 11:29:00
"536404","21212",16218,24,2010-12-01 11:29:00
"536404","84992",16218,24,2010-12-01 11:29:00
"536404","21975",16218,24,2010-12-01 11:29:00
"536404","22383",16218,10,2010-12-01 11:29:00
"536404","20728",16218,10,2010-12-01 11:29:00
"536404","20727",16218,10,2010-12-01 11:29:00
"536404","22296",16218,24,2010-12-01 11:29:00
"536405","20914",14045,128,2010-12-01 11:32:00
"536406","85123A",17850,8,2010-12-01 11:33:00
"536406","71053",17850,8,2010-12-01 11:33:00
"536406","84406B",17850,8,2010-12-01 11:33:00
"536406","20679",17850,6,2010-12-01 11:33:00
"536406","37370",17850,6,2010-12-01 11:33:00
"536406","21871",17850,6,2010-12-01 11:33:00
"536406","21071",17850,6,2010-12-01 11:33:00
"536406","21068",17850,6,2010-12-01 11:33:00
"536406","82483",17850,4,2010-12-01 11:33:00
"536406","82486",17850,4,2010-12-01 11:33:00
"536406","82482",17850,6,2010-12-01 11:33:00
"536406","82494L",17850,6,2010-12-01 11:33:00
"536406","84029G",17850,6,2010-12-01 11:33:00
"536406","84029E",17850,6,2010-12-01 11:33:00
"536406","22752",17850,2,2010-12-01 11:33:00
"536406","22803",17850,2,2010-12-01 11:33:00
"536406","21730",17850,6,2010-12-01 11:33:00
"536407","22632",17850,6,2010-12-01 11:34:00
"536407","22633",17850,6,2010-12-01 11:34:00
"536408","22537",14307,24,2010-12-01 11:41:00
"536408","22533",14307,24,2010-12-01 11:41:00
"536408","20982",14307,12,2010-12-01 11:41:00
"536408","21832",14307,12,2010-12-01 11:41:00
"536408","21915",14307,12,2010-12-01 11:41:00
"536408","21914",14307,12,2010-12-01 11:41:00
"536408","21544",14307,12,2010-12-01 11:41:00
"536408","22813",14307,12,2010-12-01 11:41:00
"536408","22114",14307,4,2010-12-01 11:41:00
"536408","84029E",14307,4,2010-12-01 11:41:00
"536408","21479",14307,4,2010-12-01 11:41:00
"536408","22964",14307,6,2010-12-01 11:41:00
"536408","84375",14307,12,2010-12-01 11:41:00
"536408","22418",14307,24,2010-12-01 11:41:00
"536408","22178",14307,12,2010-12-01 11:41:00
"536408","84970L",14307,12,2010-12-01 11:41:00
"536408","21733",14307,6,2010-12-01 11:41:00
"536408","22465",14307,12,2010-12-01 11:41:00
"536408","84949",14307,6,2010-12-01 11:41:00
"536408","20685",14307,2,2010-12-01 11:41:00
"536408","48194",14307,2,2010-12-01 11:41:00
"536408","22488",14307,12,2010-12-01 11:41:00
"536408","22219",14307,12,2010-12-01 11:41:00
"536408","84879",14307,8,2010-12-01 11:41:00
"536408","21754",14307,3,2010-12-01 11:41:00
"536408","21755",14307,3,2010-12-01 11:41:00
"536408","22766",14307,8,2010-12-01 11:41:00
"536408","22610",14307,36,2010-12-01 11:41:00
"536408","22716",14307,12,2010-12-01 11:41:00
"536408","22706",14307,25,2010-12-01 11:41:00
"536408","22371",14307,4,2010-12-01 11:41:00
"536408","85014B",14307,3,2010-12-01 11:41:00
"536408","85014A",14307,3,2010-12-01 11:41:00
"536408","84997B",14307,6,2010-12-01 11:41:00
"536408","21212",14307,24,2010-12-01 11:41:00
"536408","21210",14307,12,2010-12-01 11:41:00
"536408","22914",14307,3,2010-12-01 11:41:00
"536408","22553",14307,12,2010-12-01 11:41:00
"536408","16237",14307,30,2010-12-01 11:41:00
"536408","22714",14307,12,2010-12-01 11:41:00
"536408","22812",14307,12,2010-12-01 11:41:00
"536408","84347",14307,6,2010-12-01 11:41:00
"536408","21587",14307,12,2010-12-01 11:41:00
"536408","22736",14307,10,2010-12-01 11:41:00
"536408","22492",14307,36,2010-12-01 11:41:00
"536408","22620",14307,12,2010-12-01 11:41:00
"536408","22619",14307,4,2010-12-01 11:41:00
"536408","21705",14307,12,2010-12-01 11:41:00
"536409","90199C",17908,3,2010-12-01 11:45:00
"536409","21479",17908,1,2010-12-01 11:45:00
"536409","22111",17908,1,2010-12-01 11:45:00
"536409","22785",17908,1,2010-12-01 11:45:00
"536409","22975",17908,1,2010-12-01 11:45:00
"536409","22972",17908,1,2010-12-01 11:45:00
"536409","22866",17908,1,2010-12-01 11:45:00
"536409","22568",17908,1,2010-12-01 11:45:00
"536409","85116",17908,1,2010-12-01 11:45:00
"536409","22664",17908,1,2010-12-01 11:45:00
"536409","21609",17908,1,2010-12-01 11:45:00
"536409","21866",17908,1,2010-12-01 11:45:00
"536409","20669",17908,1,2010-12-01 11:45:00
"536409","90129F",17908,1,2010-12-01 11:45:00
"536409","90210B",17908,1,2010-12-01 11:45:00
"536409","90199C",17908,1,2010-12-01 11:45:00
"536409","21955",17908,1,2010-12-01 11:45:00
"536409","72802C",17908,1,2010-12-01 11:45:00
"536409","22109",17908,1,2010-12-01 11:45:00
"536409","85116",17908,5,2010-12-01 11:45:00
"536409","22531",17908,1,2010-12-01 11:45:00
"536409","21811",17908,1,2010-12-01 11:45:00
"536409","22183",17908,1,2010-12-01 11:45:00
"536409","21678",17908,6,2010-12-01 11:45:00
"536409","21676",17908,6,2010-12-01 11:45:00
"536409","84625A",17908,1,2010-12-01 11:45:00
"536409","84625C",17908,3,2010-12-01 11:45:00
"536409","21931",17908,2,2010-12-01 11:45:00
"536409","85169B",17908,12,2010-12-01 11:45:00
"536409","16238",17908,28,2010-12-01 11:45:00
"536409","20668",17908,24,2010-12-01 11:45:00
"536409","84906",17908,1,2010-12-01 11:45:00
"536409","21867",17908,1,2010-12-01 11:45:00
"536409","22075",17908,1,2010-12-01 11:45:00
"536409","21326",17908,12,2010-12-01 11:45:00
"536409","21065",17908,1,2010-12-01 11:45:00
"536409","22074",17908,1,2010-12-01 11:45:00
"536409","22900",17908,1,2010-12-01 11:45:00
"536409","20713",17908,1,2010-12-01 11:45:00
"536409","20966",17908,2,2010-12-01 11:45:00
"536409","21116",17908,1,2010-12-01 11:45:00
"536409","90199C",17908,2,2010-12-01 11:45:00
"536409","22633",17908,1,2010-12-01 11:45:00
"536409","22198",17908,1,2010-12-01 11:45:00
"536409","21824",17908,3,2010-12-01 11:45:00
"536409","21823",17908,3,2010-12-01 11:45:00
"536409","22153",17908,6,2010-12-01 11:45:00
"536409","22197",17908,2,2010-12-01 11:45:00
"536409","85099B",17908,2,2010-12-01 11:45:00
"536409","85099F",17908,1,2010-12-01 11:45:00
"536409","20717",17908,1,2010-12-01 11:45:00
"536409","20723",17908,1,2010-12-01 11:45:00
"536409","21980",17908,12,2010-12-01 11:45:00
"536409","22112",17908,1,2010-12-01 11:45:00
"536412","20728",17920,3,2010-12-01 11:49:00
"536412","22382",17920,3,2010-12-01 11:49:00
"536412","22326",17920,1,2010-12-01 11:49:00
"536412","22662",17920,4,2010-12-01 11:49:00
"536412","22383",17920,3,2010-12-01 11:49:00
"536412","20727",17920,3,2010-12-01 11:49:00
"536412","22328",17920,1,2010-12-01 11:49:00
"536412","22327",17920,1,2010-12-01 11:49:00
"536412","22630",17920,1,2010-12-01 11:49:00
"536412","22629",17920,1,2010-12-01 11:49:00
"536412","21245",17920,1,2010-12-01 11:49:00
"536412","21244",17920,1,2010-12-01 11:49:00
"536412","21242",17920,1,2010-12-01 11:49:00
"536412","21243",17920,1,2010-12-01 11:49:00
"536412","22273",17920,1,2010-12-01 11:49:00
"536412","22940",17920,3,2010-12-01 11:49:00
"536412","22652",17920,5,2010-12-01 11:49:00
"536412","22759",17920,1,2010-12-01 11:49:00
"536412","21880",17920,10,2010-12-01 11:49:00
"536412","21738",17920,1,2010-12-01 11:49:00
"536412","22077",17920,1,2010-12-01 11:49:00
"536412","85049E",17920,3,2010-12-01 11:49:00
"536412","22961",17920,24,2010-12-01 11:49:00
"536412","21448",17920,2,2010-12-01 11:49:00
"536412","22837",17920,3,2010-12-01 11:49:00
